,AMIE,Nombre_Institucion,Codigo_Provincia,Provincia,Codigo_Canton,Canton,Codigo_Parroquia,Parroquia,Zona_Administrativa,Denominacion_Distrito,Codigo_Distrito,Codigo_Circuito_Educativo,Unidad_Administrativa_Circuital,Casos_excepcionales,Sostenimiento,Regimen_Escolar,Jurisdiccion,Tipo_de_Educacion,Modalidad,Jornada,Nivel,Etnia,Nacionalidad,Pueblo,Georeferencia,Institucion_responsable,Tipo_Acceso,Numero_de_estudiantes,Numero_de_docentes,Estado
1703,11B00020,YACHAYTA MICHIK,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,,0.0,Fiscal,SIERRA,Bilingüe,Educación regular,Presencial,Matutina,Educación Básica,Indígena,Kichwa,Saraguro,NO,1.0,Terrestre,13,3,Activa
1704,11B00021,INKA PIRKA,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,,0.0,Fiscal,SIERRA,Bilingüe,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Indígena,Kichwa,Saraguro,NO,1.0,Terrestre,32,2,Activa
1705,11H00388,JOSEFA AMELIA ORTEGA ESPINOZA,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1706,11H00394,ATAHUALPA Nº 18,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,29,4,Activa
1707,11H00402,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT MADRE LAURA MONTOYA,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,,0.0,Fiscomisional,SIERRA,Hispana,Popular Permanente,A Distancia,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,97,6,Activa
1708,11B00010,UNIDAD EDUCATIVA MUSHUK RIMAK,11,LOJA,1101,LOJA,110157,SAN LUCAS,Zona 7,LOJA,11D01,11D01C20_a,SI,0.0,Fiscal,SIERRA,Bilingüe,Educación regular,Presencial,Matutina y Nocturna,Inicial Educación Básica y Bachillerato,Indígena,Kichwa,Saraguro,NO,1.0,Terrestre,388,31,Activa
1709,11H00410,PEREZ TAGLE,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1710,11H00411,ROSA MATILDE ALVEAR,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,14,1,Activa
1711,11H00412,LUIS PASTEUR,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,125,10,Activa
1712,11H00413,LOPEZ DE LEON,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,10,1,Activa
1713,11H00414,MAGDALENA DAVALOS,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,2,Activa
1714,11H00416,LEOPOLDO NICOLAS CHAVEZ,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,1,Activa
1715,11H00418,MERCEDES ALCIRA PALACIOS DE CARPIO,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1716,11H00415,ABDON CALDERON MUÑOZ,11,LOJA,1101,LOJA,110159,SANTIAGO,Zona 7,LOJA,11D01,11D01C20_b,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,97,8,Activa
1717,11B00074,AMAWTA KAWSAY,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Bilingüe,Educación regular,Presencial,Matutina,Educación Básica,Indígena,Kichwa,Saraguro,NO,0.0,Terrestre,8,1,Activa
1718,11H00325,ABDON CALDERON,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,85,12,Activa
1719,11H00326,SR. MANUEL DE JESUS AUQUILLA CAMBISACA,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
1720,11H00329,HERNANDO DE BENAVENTE,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
1721,11H00330,COLEGIO NACIONAL MIXTO EL CISNE,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,87,10,Activa
1722,11H00332,GASPAR GOMEZ DE SALAZAR,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,33,3,Activa
1723,11H00333,COLEGIO NACIONAL AGUSTIN CURIPOMA,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,63,8,Activa
1724,11H00334,PEDRO BENAVENTE,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,21,2,Activa
1725,11H00335,ALVAREZ SANCHEZ COLOMBIA,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,288,17,Activa
1726,11H00336,HOMERO VITERI LA FRONTE,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,34,2,Activa
1727,11H00337,PRIMERO DE JUNIO,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
1728,11H00338,JULIA JARAMILLO,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
1729,11H00339,ALFONSO MARIA SILVA,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,14,1,Activa
1730,11H00340,10 DE DICIEMBRE,11,LOJA,1101,LOJA,110154,GUALEL,Zona 7,LOJA,11D01,11D01C21,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,33,2,Activa
1731,11H00322,UNIDAD EDUCATIVA FISCOMISIONAL CORAZON DE MARIA,11,LOJA,1101,LOJA,110153,EL CISNE,Zona 7,LOJA,11D01,11D01C21,SI,0.0,Fiscomisional,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,151,22,Activa
1732,11H00342,ESCUELA IBARRA,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
1733,11H00343,AZUAY N 12,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,2,Activa
1734,11H00345,GONZALO PIZARRO,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,74,8,Activa
1735,11H00346,VICTOR AMABLE ZHUNAULA,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
1736,11H00347,CARDENAL PABLO MUÑOZ VEGA,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1737,11H00349,LEONARDO GALAN PEREZ,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
1738,11H00350,GALO PLAZA LASO,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,1,Activa
1739,11H00344,LIBERTADOR BOLIVAR,11,LOJA,1101,LOJA,110155,JIMBILLA,Zona 7,LOJA,11D01,11D01C22,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,65,8,Activa
1740,11H00203,COLEGIO PARTICULAR JOSE MARIA VIVAR CASTRO,11,LOJA,1101,LOJA,110101,EL SAGRARIO,Zona 7,LOJA,11D01,,,,Particular,SIERRA,Hispana,Educación regular,"Presencial, Semipresencial y A Distancia",Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,,,Terrestre,44,9,Activa
1741,11H00098,CLODOVEO CARRION,11,LOJA,1101,LOJA,110102,SAN SEBASTIAN,Zona 7,LOJA,11D01,,,,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,,,Terrestre,8,1,Activa
1742,11H01743,LICEO DE LOJA,11,LOJA,1101,LOJA,110102,SAN SEBASTIAN,Zona 7,LOJA,11D01,,,,Particular,SIERRA,Hispana,Educación regular,Presencial,Matutina,Inicial Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,,,Terrestre,482,39,Activa
1743,11H01854,ARTESANAL CECIM,11,LOJA,1101,LOJA,110104,VALLE,Zona 7,LOJA,11D01,,,,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,,,Terrestre,0,1,Activa
1744,11H01909,COLEGIO PARTICULAR A DISTANCIA DR. JOSE MARIA VIVAR CASTRO,11,LOJA,1101,LOJA,110101,EL SAGRARIO,Zona 7,LOJA,11D01,,,,Particular,SIERRA,Hispana,Popular Permanente,A Distancia,Matutina,Educación Básica y Bachillerato,Mestiza,,,,,Terrestre,91,7,Activa
1745,11H01965,TENDENCIAS INFORMATICAS,11,LOJA,1101,LOJA,110101,EL SAGRARIO,Zona 7,LOJA,11D01,,,,Particular,SIERRA,Hispana,No Escolarizado,Presencial,"Matutina, Vesperina y Nocturna",No escolarizado,Mestiza,,,,,Terrestre,0,1,Activa
1746,11H01969,CENTRO DE REHABILITACION DE ADULTOS DE LOJA,11,LOJA,1101,LOJA,110102,SAN SEBASTIAN,Zona 7,LOJA,11D01,,,,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Matutina,No registrado,Mestiza,,,,,Terrestre,0,2,Activa
1747,11H01970,CONSERVATORIO PARTICULAR DE ARTE ANTON BRUCKNER,11,LOJA,1101,LOJA,110101,EL SAGRARIO,Zona 7,LOJA,11D01,,,,Particular,SIERRA,Hispana,Educación Artistica,Presencial,Matutina,No registrado,Mestiza,,,,,Terrestre,0,0,Activa
1748,11H01812,GOTITAS DE MIEL,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Matutina y Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,1,Activa
1749,11H01820,POPULAR,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Matutina y Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,1,Activa
1750,11H01752,MANUEL ENRIQUE RENGEL,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Popular Permanente,Presencial,Nocturna,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,122,10,Activa
1751,11H01859,LUZ BENIGNA LUZURIAGA MORALES,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación Especial,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,14,3,Activa
1752,11H01888,JORGE SOTOMAYOR CASTRO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Municipal,SIERRA,Hispana,Educación Especial,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,12,6,Activa
1753,11H01921,CENTRO DE FORMACION ARTESANAL SANTA MARIANA DE JESUS,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscomisional,SIERRA,Hispana,Popular Permanente,Presencial,Matutina,Educación Básica y Artesanal P.P,Mestiza,,,NO,0.0,Terrestre,43,7,Activa
1754,11H01052,UNIDAD EDUCATIVA DEL MILENIO  5 DE JUNIO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Inicial Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,353,23,Activa
1755,11H01055,13 DE JUNIO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
1756,11H01056,CORONEL MIGUEL ANGEL ESTRELLA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,19,2,Activa
1757,11H01057,MANUELITA SAENZ,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,22,2,Activa
1758,11H01058,DR. CARLOS ROMAN HINOSTROSA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,39,3,Activa
1759,11H01059,SANTA MARIANA DE JESUS,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscomisional,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,702,35,Activa
1760,11H01060,DIEZ DE AGOSTO DE MACARA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,315,19,Activa
1761,11H01061,CARLOS FRANCO PEREZ,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
1762,11H01062,RIO SANTIAGO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,16,2,Activa
1763,11H01063,CARLOS  AROSEMENA TOLA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,27,1,Activa
1764,11H01064,JUVENTINO CARRERA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
1765,11H01066,ANTONIO ANTE,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,13,2,Activa
1766,11H01067,LUIS ALBERTO VALENCIA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,12,1,Activa
1767,11H01069,JUAN RAFAEL ARROBO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,26,2,Activa
1768,11H01071,LUIS FELIPE ROMAN JARAMILLO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
1769,11H01072,CARLOS VEINTIMILLA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,8,1,Activa
1770,11H01073,MANUEL ENRIQUE RENGEL,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,140,16,Activa
1771,11H01075,IGNACIO ADOLFO GRANDA VALAREZO,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
1772,11H01076,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscomisional,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica y Bachillerato,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,1173,62,Activa
1773,11H01077,CIUDAD DE CUENCA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,211,17,Activa
1774,11H01068,JARDIN DE INFANTES GEOFRE LUZURIAGA,11,LOJA,1108,MACARA,110802,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_a,SI,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Inicial y Educacción Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,36,2,Activa
1775,11H01832,NUEVO AMANECER,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Nocturna,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,2,Activa
1776,11H01763,NUEVO AMANECER,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,No Escolarizado,Presencial,Vespertina,No escolarizado,Mestiza,No aplica,No Aplica,NO,0.0,Terrestre,0,1,Activa
1777,11H01111,VICENTE RAMON ROCA,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1778,11H01043,MANUEL DARIO SUQUILANDA ARIAS,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,6,1,Activa
1779,11H01044,MAXIMILIANO ROMAN,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,4,1,Activa
1780,11H01045,CARLOS GUERRA BOADA,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,11,1,Activa
1781,11H01047,EMILIO BUSTAMANTE MORA,11,LOJA,1108,MACARA,110801,GENERAL ELOY ALFARO (SAN SEBASTIAN),Zona 7,MACARÁ – SOZORANGA,11D07,11D07C01_b,,0.0,Fiscal,SIERRA,Hispana,Educación regular,Presencial,Matutina,Educación Básica,Mestiza,No aplica,No Aplica,NO,1.0,Terrestre,7,1,Activa
